Name,City,IATA Code,Destination Count,Latitude,Longitude
Trollhättan-Vänersborg Airport,Trollhattan,THN,1,58.31809997558594,12.345000267028807
Buri Ram Airport,Buri Ram,BFV,1,15.229499816894533,103.25299835205078
Chiang Rai International Airport,Chiang Rai,CEI,11,19.952299118,99.8828964233
Chumphon Airport,Chumphon,CJM,1,10.711199760437012,99.36170196533205
Nakhon Phanom Airport,Nakhon Phanom,KOP,2,17.383800506591793,104.64299774169922
Loei Airport,Loei,LOE,1,17.43910026550293,101.72200012207031
Mae Sot Airport,Tak,MAQ,1,16.699899673461914,98.54509735107422
Nan Airport,Nan,NNT,2,18.807899475097656,100.78299713134766
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,NST,2,8.539620399475098,99.9447021484375
Phitsanulok Airport,Phitsanulok,PHS,3,16.782899856567386,100.27899932861328
Phrae Airport,Phrae,PRH,1,18.132200241088867,100.16500091552734
Roi Et Airport,Roi Et,ROI,1,16.11680030822754,103.77400207519531
Sakon Nakhon Airport,Sakon Nakhon,SNO,1,17.195100784301758,104.11900329589844
Trang Airport,Trang,TST,2,7.508739948272705,99.6166000366211
Ubon Ratchathani Airport,Ubon Ratchathani,UBP,3,15.2512998581,104.870002747
Ranong Airport,Ranong,UNN,1,9.777620315551758,98.58550262451172
Udon Thani Airport,Udon Thani,UTH,6,17.386400222800006,102.788002014
Aberdeen Regional Airport,Aberdeen,ABR,1,45.44910049438477,-98.42179870605469
Alpena County Regional Airport,Alpena,APN,2,45.07809829999999,-83.56030273
Bismarck Municipal Airport,Bismarck,BIS,6,46.77270126342773,-100.74600219726562
Bemidji Regional Airport,Bemidji,BJI,1,47.50939941,-94.93370056
Brainerd Lakes Regional Airport,Brainerd,BRD,2,46.39830017,-94.13809967
Bert Mooney Airport,Butte,BTM,1,45.95479965209961,-112.49700164794922
M. R. Štefánik Airport,Bratislava,BTS,20,48.17020034790039,17.212699890136722
Cedar City Regional Airport,Cedar City,CDC,1,37.70100021362305,-113.0989990234375
Chippewa County International Airport,Sault Ste Marie,CIU,1,46.25080108642578,-84.47239685058594
Canyonlands Field,Moab,CNY,1,38.75500107,-109.7549973
Yellowstone Regional Airport,Cody,COD,2,44.520198822,-109.024002075
Casper-Natrona County International Airport,Casper,CPR,3,42.908001,-106.46399699999999
Dickinson Theodore Roosevelt Regional Airport,Dickinson,DIK,2,46.7974014282,-102.80200195299999
Duluth International Airport,Duluth,DLH,4,46.8420982361,-92.19360351559999
Elko Regional Airport,Elko,EKO,1,40.82490158081055,-115.79199981689452
Delta County Airport,Escanaba,ESC,1,45.7226982117,-87.0936965942
Gillette Campbell County Airport,Gillette,GCC,3,44.3488998413,-105.539001465
Range Regional Airport,Hibbing,HIB,1,47.38660049,-92.83899689
Idaho Falls Regional Airport,Idaho Falls,IDA,4,43.514599,-112.070999
Ford Airport,Iron Mountain,IMT,2,45.8184013367,-88.11450195309999
Falls International Airport,International Falls,INL,2,48.566200256347656,-93.4030990600586
Sloulin Field International Airport,Williston,ISN,2,48.177898407,-103.64199829100001
Jackson Hole Airport,Jacksn Hole,JAC,2,43.6072998046875,-110.73799896240234
Košice Airport,Kosice,KSC,6,48.66310119628906,21.241100311279297
Lincoln Airport,Lincoln,LNK,3,40.85100173950195,-96.75920104980469
Minot International Airport,Minot,MOT,5,48.2593994140625,-101.27999877929688
Pocatello Regional Airport,Pocatello,PIH,1,42.9098014831543,-112.59600067138672
Pellston Regional Airport of Emmet County Airport,Pellston,PLN,1,45.57089996,-84.79669952
Rhinelander Oneida County Airport,Rhinelander,RHI,2,45.63119888305664,-89.46749877929688
Southwest Wyoming Regional Airport,Rock Springs,RKS,3,41.5942,-109.065001
St George Municipal Airport,Saint George,SGU,2,37.036389,-113.510306
Joslin Field Magic Valley Regional Airport,Twin Falls,TWF,1,42.4818,-114.487999
Vernal Regional Airport,Vernal,VEL,1,40.4408989,-109.5100021
Cap Skirring Airport,Cap Skiring,CSK,1,12.39533,-16.748
Ziguinchor Airport,Ziguinchor,ZIG,2,12.5556,-16.281799
Cabinda Airport,Cabinda,CAB,3,-5.59699010848999,12.188400268554688
Catumbela Airport,Catumbela,CBT,2,-12.4792,13.4869
Luena Airport,Luena,LUO,1,-11.768099784851074,19.8976993560791
Malanje Airport,Malanje,MEG,2,-9.525090217590332,16.312400817871097
Namibe Airport,Mocamedes,MSZ,1,-15.261199951171875,12.14680004119873
Nova Lisboa Airport,Huambo,NOV,3,-12.808899879455565,15.760499954223633
Lubango Airport,Lubango,SDD,3,-14.924699783325195,13.574999809265135
Menongue Airport,Menongue,SPP,3,-14.657600402832033,17.71980094909668
Kuito Airport,Kuito,SVP,2,-12.404600143433,16.947399139404
Soyo Airport,Soyo,SZA,3,-6.141089916229247,12.371800422668455
São Tomé International Airport,Sao Tome,TMS,3,0.3781749904155731,6.712150096893311
Saurimo Airport,Saurimo,VHC,2,-9.689069747924805,20.431900024414066
Ngjiva Pereira Airport,Ondjiva,VPE,6,-17.0435009003,15.683799743700002
Shymkent Airport,Chimkent,CIT,10,42.364200592041016,69.47889709472656
Taraz Airport,Dzhambul,DMB,4,42.853599548339844,71.30359649658203
Zhezkazgan Airport,Zhezkazgan,DZN,2,47.708302,67.733299
Atyrau Airport,Atyrau,GUW,10,47.12189865112305,51.8213996887207
Sary-Arka Airport,Karaganda,KGF,7,49.670799255371094,73.33439636230469
Kokshetau Airport,Kokshetau,KOV,2,53.329102,69.594597
Kostanay West Airport,Kostanay,KSN,3,53.20690155029297,63.55030059814453
Kzyl-Orda Southwest Airport,Kzyl-Orda,KZO,4,44.706902,65.592499
Semipalatinsk Airport,Semiplatinsk,PLX,3,50.351295,80.234398
Petropavlosk South Airport,Petropavlosk,PPK,2,54.77470016479492,69.18389892578125
Aktau Airport,Aktau,SCO,21,43.8601,51.091999
Ust-Kamennogorsk Airport,Ust Kamenogorsk,UKK,8,50.036598205566406,82.49420166015625
Uralsk Airport,Uralsk,URA,3,51.15079879760742,51.54309844970703
Molde Airport,Molde,MOL,7,62.744701385498,7.262499809265099
Bornholm Airport,Ronne,RNN,1,55.06330108642578,14.759599685668945
Stord Airport,Stord,SRP,3,59.79190063476562,5.340849876403809
Alta Airport,Alta,ALF,10,69.976097106934,23.371700286865
Bardufoss Airport,Bardufoss,BDU,1,69.055801391602,18.540399551392
Burgas Airport,Bourgas,BOJ,12,42.56959915161133,27.515199661254886
Bodø Airport,Bodo,BOO,18,67.26920318603516,14.365300178527832
Haugesund Airport,Haugesund,HAU,12,59.34529876709001,5.208360195159901
Kirkenes Airport (Høybuktmoen),Kirkenes,KKN,7,69.725799560547,29.891300201416
Kiruna Airport,Kiruna,KRN,3,67.821998596191,20.336799621582
Karup Airport,Karup,KRP,1,56.29750061035156,9.124629974365234
Luleå Airport,Lulea,LLA,6,65.543800354004,22.121999740601
"Svalbard Airport, Longyear",Svalbard,LYR,3,78.246101379395,15.465600013733
San Javier Airport,Murcia,MJV,20,37.775001525878906,-0.8123890161514282
"Moss Airport, Rygge",Rygge,RYG,37,59.378817000000005,10.785439
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,SZZ,7,53.584701538100006,14.902199745199999
Port Gentil Airport,Port Gentil,POG,1,-0.7117390036582947,8.754380226135254
Choibalsan Airport,Choibalsan,COQ,4,48.13570022583008,114.64600372314452
Mörön Airport,Muren,MXV,2,49.66329956054688,100.0989990234375
Ulgii Mongolei Airport,Olgii,ULG,1,48.9933013916,89.92250061040001
Ulaangom Airport,Ulaangom,ULO,1,50.066588,91.938273
Qurghonteppa International Airport,Kurgan Tyube,KQT,4,37.86640167236328,68.86470031738281
Orenburg Central Airport,Orenburg,REN,8,51.795799255371094,55.45669937133789
Kulob Airport,Kulyab,TJU,7,37.98809814453125,69.80500030517578
Blackpool International Airport,Blackpool,BLK,9,53.77170181274414,-3.0286099910736084
Bournemouth Airport,Bournemouth,BOH,19,50.77999877929688,-1.8424999713897705
Kerry Airport,Kerry,KIR,6,52.18090057373047,-9.52377986907959
Cork Airport,Cork,ORK,34,51.84130096435547,-8.491109848022461
Santiago de Compostela Airport,Santiago,SCQ,36,42.89630126953125,-8.415140151977539
Southend Airport,Southend,SEN,14,51.5713996887207,0.6955559849739075
Shannon Airport,Shannon,SNN,29,52.702,-8.92482
Baghdad International Airport,Baghdad,BGW,14,33.262500762900004,44.2346000671
Basrah International Airport,Basrah,BSR,8,30.54910087585449,47.66210174560547
Erbil International Airport,Erbil,EBL,30,36.23759841918945,43.96319961547852
Prince Mohammad Bin Abdulaziz Airport,Madinah,MED,39,24.5534,39.705101
Peshawar International Airport,Peshawar,PEW,30,33.993900299072266,71.51460266113281
Rockhampton Airport,Rockhampton,ROK,5,-23.3819007874,150.475006104
Sana'a International Airport,Sanaa,SAH,37,15.476300239562988,44.21969985961914
Sialkot Airport,Sialkot,SKT,11,32.5355567932,74.3638916016
Wellington International Airport,Wellington,WLG,32,-41.327201843299996,174.80499267599998
Queenstown International Airport,Queenstown International,ZQN,7,-45.0210990906,168.738998413
Donetsk International Airport,Donetsk,DOK,15,48.07360076904297,37.73970031738281
Gassim Airport,Gassim,ELQ,12,26.30279922485352,43.77439880371094
Ta’if Regional Airport,Taif,TIF,13,21.483001,40.543442
Tabuk Airport,Tabuk,TUU,9,28.3654,36.6189
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,YNB,9,24.144199,38.0634
Zabol Airport,Zabol,ACZ,1,31.09830093383789,61.54389953613281
Ardabil Airport,Ardabil,ADU,3,38.3256988525,48.4244003296
Sabzevar National Airport,Sabzevar,AFZ,1,36.16809844970703,57.59519958496094
Bandar Lengeh Airport,Bandar Lengeh,BDH,2,26.531999588,54.82479858399999
Bojnord Airport,Bojnourd,BJB,1,37.49300003051758,57.30820083618164
Bushehr Airport,Bushehr,BUZ,5,28.944799423200003,50.834598541300004
Bam Airport,Bam,BXR,1,29.08419990539551,58.45000076293945
Dezful Airport,Dezful,DEF,1,32.434399,48.397597999999995
Gorgan Airport,Gorgan,GBT,6,36.909400939899996,54.4012985229
Gachsaran Airport,Gachsaran,GCH,1,30.337600708000004,50.827999115
Hamadan Airport,Hamadan,HDM,1,34.86920166015625,48.5525016784668
Ilam Airport,Ilam,IIL,1,33.58660125732422,46.40480041503906
Sulaymaniyah International Airport,Sulaymaniyah,ISU,10,35.5617485046,45.316738128699996
Kandahar Airport,Kandahar,KDH,5,31.505800247192386,65.84780120849611
Kerman Airport,Kerman,KER,4,30.2744007111,56.9510993958
Khoy Airport,Khoy,KHY,1,38.4275016784668,44.97359848022461
Lamerd Airport,Lamerd,LFM,3,27.3726997375,53.18880081179999
Lar Airport,Lar,LRR,6,27.6746997833,54.3833007812
Noshahr Airport,Noshahr,NSH,2,36.66329956054688,51.464698791503906
Urmia Airport,Uromiyeh,OMH,3,37.6680984497,45.068698883100005
Parsabade Moghan Airport,Parsabad,PFQ,1,39.60359954834,47.881500244140994
Persian Gulf International Airport,Khalije Fars,PGU,5,27.379601,52.737701
Ramsar Airport,Ramsar,RZR,2,36.9099006652832,50.67959976196289
Sanandaj Airport,Sanandaj,SDG,1,35.24589920043945,47.00920104980469
Yasouj Airport,Yasuj,YES,1,30.700500488281,51.545101165771
Konarak Airport,Chah Bahar,ZBR,6,25.443300247199996,60.382099151599995
Mariscal Lamar Airport,Cuenca,CUE,3,-2.88947,-78.984398
General Rivadeneira Airport,Esmeraldas,ESM,3,0.9785190224647522,-79.62660217285156
Santa Rosa International Airport,Santa Rosa,ETR,1,-3.441986,-79.996957
Seymour Airport,Galapagos,GPS,2,-0.4537580013275146,-90.26589965820312
Camilo Ponce Enriquez Airport,La Toma (Catamayo),LOH,2,-3.99589,-79.371902
Cotopaxi International Airport,Latacunga,LTX,2,-0.906833,-78.615799
Eloy Alfaro International Airport,Manta,MEC,1,-0.9460780024528505,-80.67880249023438
Jumandy Airport,Tena,TNW,1,-1.0597219999999998,-77.583333
Coronel E Carvajal Airport,Macas,XMS,1,-2.299170017242432,-78.12079620361328
Arba Minch Airport,Arba Minch,AMH,1,6.0393900871276855,37.59049987792969
Asosa Airport,Asosa,ASO,1,10.018500328063963,34.586299896240234
Axum Airport,Axum,AXU,2,14.14680004119873,38.77280044555664
Bahir Dar Airport,Bahar Dar,BJR,2,11.608099937438965,37.32160186767578
Chileka International Airport,Blantyre,BLZ,5,-15.679100036621096,34.9739990234375
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,DIR,3,9.624699592590332,41.85419845581055
Akanu Ibiam International Airport,Enugu,ENU,3,6.4742698669433585,7.561960220336914
Gode Airport,Gode,GDE,1,5.935130119319999,43.578601837200004
Gonder Airport,Gondar,GDQ,2,12.51990032196045,37.433998107910156
Gambella Airport,Gambella,GMB,2,8.12876033782959,34.563098907470696
Wilwal International Airport,Jijiga,JIJ,3,9.3325,42.9121
Jimma Airport,Jimma,JIM,2,7.66609001159668,36.81660079956055
Lalibella Airport,Lalibella,LLI,3,11.975000381469727,38.97999954223633
Spriggs Payne Airport,Monrovia,MLW,2,6.289060115814209,-10.758700370788574
Maputo Airport,Maputo,MPM,17,-25.920799,32.572601
Mekele Airport,Makale,MQX,3,13.467399597167967,39.53350067138672
Mattala Rajapaksa International Airport,Mattala,HRI,7,6.284467,81.124128
Porto Santo Airport,Porto Santo,PXO,3,33.073398590100005,-16.3500003815
Nanyuki Airport,Nanyuki,NYK,4,-0.062398899346590035,37.04100799560547
Buffalo Spring,Samburu South,UAS,3,0.530583,37.534195000000004
Mbanza Congo Airport,M'banza-congo,SSY,1,-6.269899845123291,14.246999740600586
Lampedusa Airport,Lampedusa,LMP,3,35.497898,12.6181
Lugano Airport,Lugano,LUG,2,46.00429916379999,8.9105796814
Pantelleria Airport,Pantelleria,PNL,3,36.816502,11.9689
Vincenzo Florio Airport Trapani-Birgi,Trapani,TPS,28,37.9114,12.488
Alliance Municipal Airport,Alliance,AIA,3,42.0531997681,-102.804000854
San Luis Valley Regional Bergman Field,Alamosa,ALS,6,37.434898,-105.866997
Watertown Regional Airport,Watertown,ATY,3,44.91400146,-97.15470123
Branson Airport,Branson,BKG,4,36.532082,-93.200544
Chadron Municipal Airport,Chadron,CDR,3,42.837600708000004,-103.095001221
Cheyenne Regional Jerry Olson Field,Cheyenne,CYS,6,41.15570068,-104.81199649999999
Dodge City Regional Airport,Dodge City,DDC,6,37.76340103149414,-99.9655990600586
Four Corners Regional Airport,Farmington,FMN,9,36.7411994934,-108.230003357
Huron Regional Airport,Huron,HON,3,44.38520050048828,-98.22850036621094
New Castle Airport,Wilmington,ILG,6,39.67869949,-75.60649872
Liberal Mid-America Regional Airport,Liberal,LBL,6,37.04420089999999,-100.95999909999999
Page Municipal Airport,Page,PGA,6,36.92610168,-111.447998
Pierre Regional Airport,Pierre,PIR,8,44.38270187,-100.2860031
Show Low Regional Airport,Show Low,SOW,6,34.265499115,-110.005996704
Trenton Mercer Airport,Trenton,TTN,14,40.27669906616211,-74.8134994506836
Northeast Florida Regional Airport,St. Augustine Airport,UST,1,29.9592,-81.339798
Worland Municipal Airport,Worland,WRL,3,43.9656982421875,-107.95099639892578
Varna Airport,Varna,VAR,9,43.232101,27.8251
Khon Kaen Airport,Khon Kaen,KKC,2,16.466600418099993,102.78399658200001
Narathiwat Airport,Narathiwat,NAW,1,6.519919872283936,101.74299621582031
Esenboğa International Airport,Ankara,ESB,52,40.128101348899996,32.995098114
Orlando Sanford International Airport,Sanford,SFB,49,28.7775993347168,-81.23750305175781
Faleolo International Airport,Faleolo,APW,5,-13.829999923706055,-172.00799560546875
Cassidy International Airport,Kiritimati,CXI,4,1.9861600399017332,-157.35000610351562
Funafuti International Airport,Funafuti,FUN,1,-8.525,179.195999
Honiara International Airport,Honiara,HIR,25,-9.4280004501343,160.05499267578
Cicia Airport,Cicia,ICI,1,-17.7432994843,-179.34199523900003
Vunisea Airport,Vunisea,KDV,2,-19.0580997467,178.15699768099998
Labasa Airport,Lambasa,LBS,2,-16.466699600219727,179.33999633789062
Lakeba Island Airport,Lakeba Island,LKB,1,-18.1991996765,-178.817001343
Rotuma Airport,Rotuma,RTA,1,-12.482500076293945,177.0709991455078
Nausori International Airport,Nausori,SUV,12,-18.04330062866211,178.5590057373047
Savusavu Airport,Savusavu,SVU,3,-16.8027992249,179.34100341799999
Fua'amotu International Airport,Tongatapu,TBU,5,-21.241199493408203,-175.14999389648438
Bonriki International Airport,Tarawa,TRW,3,1.3816399574279783,173.14700317382812
Matei Airport,Matei,TVU,3,-16.6905994415,-179.87699890099998
Vanua Balavu Airport,Vanua Balavu,VBV,1,-17.268999099731445,-178.9759979248047
Bauerfield International Airport,Port-vila,VLI,28,-17.699300765991,168.32000732422
Valley International Airport,Harlingen,HRL,7,26.228500366210934,-97.65440368652344
Shanhaiguan Airport,Qinhuangdao,SHP,7,39.968102,119.731003
Al Ghaidah International Airport,Al Ghaidah Intl,AAY,1,16.191699981689453,52.17499923706055
Aden International Airport,Aden,ADE,23,12.829500198364258,45.02880096435547
Abha Regional Airport,Abha,AHB,15,18.2404003143,42.65660095210001
Ataq Airport,Ataq,AXK,1,14.551300048828125,46.82619857788086
Sayun International Airport,Sayun Intl,GXF,5,15.9660997391,48.78829956049999
Hodeidah International Airport,Hodeidah,HOD,5,14.753000259399414,42.97629928588867
Mukalla International Airport,Mukalla,RIY,12,14.662599563598633,49.375
Socotra International Airport,Socotra,SCT,2,12.63070011138916,53.905799865722656
Ta'izz International Airport,Taiz,TAI,7,13.6859998703,44.139099121099996
Brno-Tuřany Airport,Brno,BRQ,1,49.15129852294922,16.694400787353516
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,BZG,3,53.096801757799994,17.9776992798
Béziers-Vias Airport,Beziers,BZR,9,43.32350158691406,3.353899955749512
Carcassonne Airport,Carcassonne,CCF,10,43.21599960327149,2.3063199520111084
Ciampino–G. B. Pastine International Airport,Rome,CIA,50,41.7994,12.5949
Brussels South Charleroi Airport,Charleroi,CRL,84,50.459202000000005,4.4538199999999994
Dole-Tavaux Airport,Dole,DLE,3,47.042685999999996,5.4350629999999995
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,DNR,3,48.58769989013672,-2.0799601078033447
Eindhoven Airport,Eindhoven,EIN,68,51.4500999451,5.374529838559999
Nîmes-Arles-Camargue Airport,Nimes,FNI,4,43.75740051269531,4.4163498878479
Araxos Airport,Patras,GPA,3,38.1511,21.4256
Girona Airport,Gerona,GRO,49,41.901000976999995,2.7605500221
Eelde Airport,Groningen,GRQ,6,53.1197013855,6.579440116880001
Frankfurt-Hahn Airport,Hahn,HHN,47,49.9487,7.263889999999999
Kaunas International Airport,Kaunas,KUN,19,54.96390151977539,24.084800720214844
Lübeck Blankensee Airport,Luebeck,LBC,4,53.805400848400005,10.7192001343
City of Derry Airport,Londonderry,LDY,5,55.04280090332031,-7.161109924316406
Lappeenranta Airport,Lappeenranta,LPP,3,61.044601,28.144743
London Luton Airport,London,LTN,108,51.87469863891602,-0.36833301186561584
Lublin Airport,Lublin,LUZ,6,51.240278,22.713611
Maastricht Aachen Airport,Maastricht,MST,10,50.911701,5.7701400000000005
Weeze Airport,Weeze,NRN,38,51.6024017334,6.14216995239
Stockholm Skavsta Airport,Stockholm,NYO,31,58.78860092163086,16.912200927734375
Osijek Airport,Osijek,OSI,4,45.46269989013672,18.810199737548828
Ostrava Leos Janáček Airport,Ostrava,OSR,4,49.6963005065918,18.111099243164066
Plovdiv International Airport,Plovdiv,PDV,2,42.067799,24.8508
Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,PEG,5,43.095901,12.5132
Glasgow Prestwick Airport,Prestwick,PIK,21,55.5093994140625,-4.586669921875
Parma Airport,Parma,PMF,4,44.824501,10.2964
Reus Air Base,Reus,REU,19,41.14739990234375,1.1671700477600098
Rzeszów-Jasionka Airport,Rzeszow,RZE,11,50.1100006104,22.018999099699997
Santander Airport,Santander,SDR,19,43.427101135253906,-3.82000994682312
Skellefteå Airport,Skelleftea,SFT,3,64.62480163574219,21.076900482177734
Tours-Val-de-Loire Airport,Tours,TUF,5,47.4322013855,0.727605998516
Valladolid Airport,Valladolid,VLL,4,41.7061004639,-4.85194015503
